text,label_int
"I simply cannot believe the number of people comparing this favourably with the first film. It moved me to leave this comment! This is just an obvious attempt to cash-in on the success of the first film. The dialogue is appalling and nothing like as authentic or compelling as the original film.<br /><br />The storyline is ridiculous, the portrayal of the French police laughable and the characterisation of Doyle a mile away from the first film.<br /><br />How many drug bosses do you think go down to the docks in person to see a shipment come in? The ease at which Doyle finds his guy is just pathetic. Like all the French Police were just drinking coffee until Doyle turns up from America and does some REAL police work. What a joke. Try going to a foreign city and unearthing the biggest crims in the place with a travel map and some tourist pamphlets. Pathetic. <br /><br />A truly awful sequel, anyone who thinks otherwise is crazy.",0
"The cast is OK. The script is awkward at times, and it takes a while to figure out what the point of the movie is. I found myself looking forward to doing the dishes. The Shehan bit is a cheesy statement on the war. I guess we were supposed to not notice it...we did. Its a house, you did nothing more than kill forty five minutes. The shower part...huh? What was that about? Literally, it is I have a client, ""Ok you can use our shower."" Yawn. The angles are trying way to hard. There was a set of woods, suddenly its gone cause you can see right through, then next it is deep and animals are dying. In the end this is a horrendous movie of boring proportions.",0
"Cheap and manipulative. This film has no heart.<br /><br />It's also got dire dialogue, unconvincing characters and a preposterous, or rather non-existent, story. It just lurches from bad to worse in a cynical effort to wrench some kind of emotion from an insincere and unengaging hysterion-afest!<br /><br />And the HEDGEHOG!!!!How many cheap shots can a film take? The hedgehog, by the way, gave the most convincing and watchable performance in this ninety-minute cringe-athon.<br /><br />If you have considered watching this film, don't. I'm sorry but I cannot find a single redeeming feature to this movie. It scores a big, fat ZERO with me. Strictly for sub-Dogma knicker-wetters. Yawneroony!<br /><br />Still, if you liked Dancing In The Dark...<br /><br />",0
"I'm a fan of the series and have read all 7 books. I wanted to see this just to see how it was done. All i can say, is that the only people who should watch this are ones who have already read the series and are curious about it. Its pretty bad, and will turn you off reading them. Not to be mean, but Lucy is so ugly it detracts from the movie. Was she the directors daughter? Seriously, I'm sure the beavers in the movie were jealous of her teeth. She had an overbite that would put any beaver to shame. The movie just loses so much in translation. CS books don't translate as easily as the Tolkein LOTR books, or even Harry Potter.<br /><br />One thing they did right! Aslan! very well done. Although the other human actors with painted faces ( beavers, wolf) look silly, Aslan was really well done since it was not just a human actor walking around. ( i guess its like that old horse custume? 2 people inside? ) Also, i would be curious what kids think of this movie. Maybe they would enjoy it? But as for adults, safe bet they wont, even if a CS fan.",0
"Full Moon High (1981) 3 of 5 Dir: Larry Cohen Stars: Adam Arkin, Ed McMahon, Roz Kelly<br /><br />Tony (Arkin) is your average ordinary high school guy. Prepping for the big homecoming game, girlfriend trouble and growing hair in strange placesyou know the usual. But the hair in strange places part gets a wee bit out of control when a trip to Transylvania with his father (YES! McMahon) leaves him with a wicked case of the furballs. Now doomed to walk the world forever young as a werewolf how will Adam get any girls?<br /><br />'Full Moon High' is not often talked about but it is a silly and entertaining horror spoof. Larry Cohen (Q the Winged Serpent, The Stuff) incorporates as many gags as he can possibly come up with as writer / director. Arkin (H20: Halloween, 20 Years Later) shows nice timing in the lead role. If you happen to be a fan of spoofs like 'Airplane' and 'Student Bodies' I think you'll have fun with this chuckle-fest.",1
"When I saw the Exterminators of year 3000 at first time, I had no expectations for that movie. Although, it wasn't so bad as I was thought. It's kind of Italian version of Roadwarrior, with cast, that is almost famous in Italy, including Venantino Venantini. Behind the story is Elisa Briganti and Dardano Sacchetti, who are also responsible for story of Zombie flesh-eaters. You can also see other links to Italian horror movies: Luca Venantini plays the role of Tommy, and you can see that kid in Paura nella citta dei morti viventi (City of the living dead AKA Gates of hell) as John Robbins and in Cannibal apocalypse as the role of Mary's brother. Quite entertaining movie, with some dull parts.",1
"I'm surprised with the amount of negative reviews on this film. If you don't like this movie for what it is - a silly, over-the-top, mob story - then you are simply reading too much into it. This film is a classic tale of a mob wife trying to escape ""the life"" and the troubles that follow her. Michelle Pfeiffer is terrificly 80's 'jersey, who is an uncertain, uncomfortable mob wife while Matthew Modine is an anal retentive-like mob tracking cop who falls for her. The plot is mostly predictable and cutesy and Mercedes Ruel steals the show as the Queen of Mob Wives. If you aren't looking for something too dynamic and complex, this movie is absolutely entertaining and an 80's cult classic. You won't be able to stop watching if you start.",1
"Oh man, this s-u-c-k-e-d sucked.... I couldn't even get any camp value out of this......and I sat through the whole thing on Showtime.... Don't bother waiting around for the 'naked' scenes either.....it's too late and only plastic Jenna Jameson is involved.. Shows how much discretionary cash must be laying around Hollywood just to get your name on the closing credits.. I guess Showtime had to throw something in at 1am... Next time I think I'd even rather be watching ESPN loop around every 30 minutes...",0
"Why do people need to follow the opinion of the herds of masses and critics? RANDOM HEARTS, directed by the brilliant Sydney Pollack (who has a small role in the film too) is another Harrison Ford vehicle. As such, it is quite good and entertaining. Surely, anyone who goes to see it has this in mind, or read the book which is no better. Even Kristin Scott Thomas fans, myself included, knew it would be a variation of her again playing the love interest of her eldest uncle. Even as such, the film is satisfying. What's so bad about this movie that is much better in the other (much higher rated) Harrison Ford vehicles? This film is no masterpiece, but it's not as bad as the masses would have the potential viewer believe.",1
"The cast alone tells you this will be a notch above the usual Italian western. Veteran actors Robert Ryan and Arthur Kennedy team up with Alex Cord who, at the time, seemed on the verge of stardom. The result is a movie that's both off-beat and down-beat and yet it'll satisfy those who seek more from a western than just gunplay. Especially interesting here is the character played by Alex Cord. One expects the ""hero"" in these westerns to be taciturn and introspective, but ""Clay McCord"" is an extreme example and, surprisingly enough, he's often shone in a passive, even weak position. Much is made of the fact that he fears falling prey to the epileptic fits which immobilized his father, and in these moments of helplessness he's either at the mercy of those who wish to harm him or those who wish to help him. To emphasize his passivity, Clay McCord -- don't you love that name? -- is often shone stripped to the waist as if he were little more than an attractive plaything being put on display. There's even a strong masochistic streak in his nature, most in evidence when he's used as a punching bag by his enemies and then suspended by his wrists and left hanging above the middle of a street. Not only does he often fail to protect himself, but McCord is equally ineffective in protecting those around him. Nearly everyone who helps him is killed. <br /><br />While ""A Minute to Pray, a Second to Die"" is far from being a complete success, it has a depth and a tone which sets it apart and causes it to linger in the memory. It's also a good showcase for Alex Cord whose career tended to decline after this point following a few promising years in the mid-1960s. He must have been about 36 years old when he filmed this -- in his physical prime -- and the scene of him hanging by his wrists, bare-chested and sweaty, is a memorable piece of cinematic ""beefcake.""",1
"And this somebody is me. And not only me, as I can see here at IMDb or when leaving the theater. Why did the people love it? It's obvious: Everybody knows zombies by now (at least the Horror fans by heart and the others through the ""Dawn of the Dead"" reinvention or Resident Evil movies etc.) <br /><br />Or at least they thought they knew everything about zombies ... that is until this movie came along. And you'll see zombies in a new light (perhaps). This is not a horror movie, although it does contain some violent scenes, but is rather a comedy. A satire to be precise. And it never runs out of steam! That is why I rated it so high. Pacing wise it's incredible, the acting is great and the script has no (obvious) mistakes ... quite the contrary: It's a gem and if you're only a little bit interested in zombies you ought to see it! And even if you dislike them, watch it! Because it's a great (comedy) movie!",1
"I read one other review that expressed the view that Platoon was a never ending cycle of marines killing people, being killed, taking drugs and talking trash.<br /><br />I don't agree with that because the film actually had more to it, but it a way, I can see what this person is trying to say: this had no real plot - which is a point i agree with.<br /><br />It is self-indulgent Stone at his best. He really wanted to show, not only how war leads to death, but also how it is extremely traumatic on those who survive. Unfortunately, the film seems to over ""glorify"" this aspect and the grand finale is just way too champagne, grand-standing, Oscar-hunting ""let's create an enduring image"" for my liking.<br /><br />The problem I have with Stone and other film-makers of his ilk is that they fail to understand this simply concept: depicting the terribly bloody deadly waste that war is DOES NOT PROVE OR EVEN REFLECT ON WHETHER it was an unjust or immoral war. We have seen the same thing emerge at the moment with Iraq. In case you're missing the point, let me put it to you bluntly: if you saw how truly bloody the second world war was and how destructive it was on the lives of the surviving soldiers, would you think it was an unjust war? If that fact alone doesn't convince you that it was an unjust war, then why should depictions of the horrors of Vietnam convince you that it was wrong to go to war in that instance. <br /><br />Personally, I do not support America's decision to go to war in Vietnam, but i certainly don't subscribe to the ""this war is wrong because people died and suffered"" theory. I don't think that motivations are always wrong by default, just because war in itself is terrible.<br /><br />This says nothing of the fact that the ending or the final big ""twist"" was a bit stupid. However, this is not Stones first oddball departure. Wall street was a magnificent film, up until the last 30 minutes or so when it made a dreadful ""wrong turn."" JFK is probably one of the few films Stone did that actually ended very well.<br /><br />But it hardly matters in this one because there was very little plot up until that point of the film to twist around. And this is why i gave it such a low mark. It was virtually story-less and ultimately boring - unless you fell for the manufactured poignancy.",0
"<br /><br />I must admit, I was expecting something quite different from my first viewing of 'Cut' last night, though was delighted with the unexpected Australian horror gem. I am a true horror fan as true as they come, and found 'Cut' to not only be the best of the genre Australia has ever produced, but one of the great parody/comedy films of late.<br /><br />My only concern is that mainstream audiences may not pick up on a lot of the comedic elements - the film was not overly clever in it's application but made me laugh at every turn trying to fit in EVERY possible cliche of the horror genre they could. I am certain this was intended as humour....hoping this was intended as humour.<br /><br />And of course, there was the gore.<br /><br />The use of the 'customised' garden shears was brilliance - besides the expected stabs and slashes. In short, there was a huge amount of variety and creativity in the many violent deaths, enough to please even the skeptics of this films worth.<br /><br />The appearance of both Kylie Minogue (short that her appearance was) and Molly Ringwald was just another reason to see the film - both performances were fantastic, as well as Simon Bossell ('The Castle') in a brilliant role as the jokey technician.<br /><br />All in all, I think this movie is one of the best horror products of the last couple or years, as well as a beautiful satire/parody - toungue-in-cheek till the very end.<br /><br />Loved it. Go see it!",1
"I thought it was a very funny movie. I love dog movies and comedy movies so combined they were twice as good. K-9, k-911, and k-9 PI are my favorite movies. Jim Belushi is hysterical and Jerry Lee is hilarious and adorable they make a great team. The only downside is that i really didn't understand how Dooley's wife died. She died before this movie but how? If they said it i must have missed it. Other than that I give it two thumbs/tails up! Those dogs (Jerry Lee and Zeus) must have had A lot of training. They were so funny and all the noises Jerry Lee would make when Dooley was talking to him was so funny. my favorite was when Jerry Lee sang and when he would bite peoples privates to get information very very funny lol",1
"Well, i can and will be very short. This is a wrong-balanced, non-convincing film that could have been a little bit better. The script seems to not know which way to go ... from funny to cliche-wise serious... it's a bit silly. That plus too much sentences we have heard before ""the hacker is in florida, or no, he is in madrid, no he is in ... , he is screwing the signal"". <br /><br />4 out of 10",0
"...here comes the Romeo Division to change the paradigm.<br /><br />Let me just say that I was BLOWN AWAY by this short film. I saw it, randomly, when I was in Boston at a film festival and I have thanked god for it every day since. I really, truly believe I was part of a happening, like reading a Tarantino script before any else did or seeing the first screening of Mean Streets.<br /><br />I am not sure what festival the short is headed to next or what the creative team has on tap for future products, but I so hope I can be there for it.<br /><br />Again, a truly incredible piece of film making.",1
"The Box is a film with great potential, but the makers totally misused that potential. The film seemed to take for ever, because of the boring family dinners and scenes about school and job-dialogs between the action. Those scenes could and must be deleted in my opinion to keep up the tensity and thrill. The philosophy of human free will has potential and seems to referring to the philosophy of Thomas Hobbes (1588-1679), but we find ourselves regretfully struck with magic and nosebleeds, were even Harry Potter would flunked his class with!<br /><br />Probably the best part was that moment when Norma Lewis (Cameron Diaz)has been shot to death, by her loving and caring husband as an act of human free will. I wonder how Hobbes would react if he could...",0
"As a big fan of the original film, it's hard to watch this show. The garish set decor and harshly lighted sets rob any style from this remake. The mood is never there. Instead, it has the look and feel of so many television movies of the Seventies. Crenna is not a bad choice as Walter Neff, but his snappy wardrobe and ""swank"" apartment don't fit the mood of the original, or make him an interesting character.He does his best to make it work but Samantha Egger is a really bad choice. The English accent and California looks can't hold a candle to Barbara Stanwick's velvet voice and sex appeal. Lee J.Cobb tries mightily to fashion Barton Keyes,but even his performance is just gruff, without style.<br /><br />It feels like the TV movie it was and again reminds me of what a remarkable film the original still is.",0
"Nice doco Stuie! <br /><br />Even though it didn't work out how you wanted with the original film you have a fantastic piece of work and great viewing.<br /><br />It is self evident how much you put into it.<br /><br />That goes for everyone else too. It's great to see the warts and all account of the process without being 'too nice'.<br /><br />Loved it! Well worth a view.<br /><br />Que pena, the writer of 'the original' film couldn't appreciate what you have achieved.<br /><br />Love the attitude too. Great piece. Looking forward to seeing the next work.<br /><br />Keep going bro! Paully",1
"Eric Clapton, Jack Bruce and Ginger Baker re-unite to play all their songs from 35 years ago when they formed a trio called ""Cream."" Those were the psychedelic days of England and America and these guys looked it: all skinny, very long hair, wild clothes and loud music. They played a combination of rock and blues and it was, for the most part, good stuff.<br /><br />Well, these guys are now 60-something years old and they can still sing and play at a high level as this wonderful DVD concert disc shows us. I was always extremely familiar with Clapton, of course, who has never been out of the limelight, but I didn't know what to expect from Bruce and Baker, neither of whom I hadn't seen in decades. They surprised me. When he was young, Baker was so gaunt he looked like a speed freak near death. Now he looks healthy, in shape and his drum playing was solid. Bruce looked a bit haggard but his voice is great, as good as ever and a pleasure to hear on these old songs. This is just excellent material and performing from guys who know what they're doing.<br /><br />Some people criticized this show for being low-key. I don't agree with that. I have no complaints. The concert sounded very good. The second song, ""Spoonful,"" was outstanding, the highlight of the concert for me.<br /><br />Highly recommended.",1
"While I rather enjoyed this movie, I'll tell you right now that my mother wouldn't. It's out there. Really warped little dark comedy that reads like a fairy tale gone awry. ><br /><br />Neat treat with all the cameos too. If you want something ""different"", look no further.",1
"Those 2 points are dedicated the reasonable performance from Akshay Kumar. I know Bollywood films do not really strive to be realistic but PLEASE a Walt Disney production is more realistic than this plot. The father is dying and does what any good parent does...kick his son out the son with his PREGNANT wife. A few things that were too hard to swallow- 1. Priyanka 'cool indoor swimming pool in the bedroom' and to go from that to living hungry in her in-laws garden shed???????? 2. Akshay suddenly got the job as a stunt man, gets bitten by rabified dogs, to then just walk off. This film is an INSulT to our intelligence I really cant believe i contributed financially to the 'people' who made this film by taking my family to see it, we left the cinema with a frown, please do not subject yourself to this mess to watching this take my advice and do not waste your 'waqt'.",0
"Dr. K(David H Hickey)has been trying to master a formula that would end all disease and handicaps, but needs live donors to complete his work. His doctor brother Richard(Dennis O'Neill)has a son named Eddie(Derek Philips)who is accepted to medical school. Eddie has a girlfriend named Sarah(Lizabeth Cardenas)who is pre-law and plans to attend law school herself the coming fall. She and Eddie resume their relationship when Sarah calls things off with her current boyfriend who is also shagging the lady of Walt(Bill Sebastian;Eddie's best friend who recently paid for his cheating girlfriend's boob job). Eddie accidentally gets hit by a car and appears on the throes of death when Dr. K makes a suggestion to Richard..let him ""recuperate"" Eddie using his secret, illegal methods. When Dr. K applies his serum to Eddie horrifying results occur. Eddie's face bulges massive warts while he has also acquired a taste for human flesh. Many will die so that Eddie can feed this uncontrollable appetite he can't quench. Soon he may even pose a threat to his father and girlfriend..Eddie Monster must be stopped.<br /><br />Typically awful direct-to-video horror flick suffers from a severe lack of budget, acting, and overall talent. The premise, which seems like an interesting fright-fest, fails to deliver even as a zombie flick. The gore is limited with a few munching scenes but most of the violence occurs off-camera. The use of time to move the story along can really get annoying.",0
"The original Body and Soul (1947) is a masterpiece. John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe. This remake is abominable. In spite of the presence of Rod Steiger, Joe Mantegna and Jennifer Beals there is nothing of value here and it is a shame this product bears the same title as the brilliant original. Only the main character's name, Charlie Davis, is the same in both films. I don't think there are any redeeming qualities in this remake. I am amazed that Rod Steiger participated. This may be the only bad film he ever made. Maybe he needed the paycheck.",0
"Ponyo is a beautiful animated film with some dark undertones. It features a kid-sized story of longing and love with ecological implications, but it is not preachy. Hayao Miyazaki has fused Andersen's Little Mermaid with Japan's native myths and his trademark steam punk flights of fancy, and the result is very rewarding. There are some scary moments of oceanside storms and flooding, but they are thrilling, not horrific.<br /><br />If you've ever wanted to run with the waves along the shore, ride on a jellyfish as an elevator, completely transform yourself, or make a friend for life, Ponyo is a fable for you.",1
"The case of the Scorpion's tail is a highly stylish giallo directed by Sergio Martino, who appears to be a giallo master second only to Dario Argento.<br /><br />Ernesto Gastaldi wrote this fabulous who-dunnit, quite complex but ultimately very satisfying and entertaining murder mystery. It also makes sense in the end, a big plus, 'cause that's not always the case for these giallo's, as they tend to stretch credibility with their endless red-herrings and ultimate solutions. Here, the less you know about the plot, the better.<br /><br />Pure giallo trademarks present here are the beautiful cinematography, the catchy music score, the gorgeous females (Anita Strindberg is a goddess), brutal murders, black gloved murderers and explicit sex scenes to name a few.<br /><br />In most parts it's decently acted, Goerge Hilton his usually suave self and others do fairly well. Martino directs with a sure hand, keeps things tight and atmospheric with some terrific set pieces.<br /><br />If you're a giallo fan, this is a must see. If you like well written and suspenseful thrillers in general, this comes highly recommended.",1
This is a superb game for the N64 with superb graphics and a great one-player story-line and even better multi-player game best played with 4 people.<br /><br />The many levels and options for weapons mean that this is one of the best games around for years.,1
"In the first 20 minutes, every cliche possible was trotted out by the hack writer and director. There was the NTSB primary investigator with the tortured family life; the politically-tortured NTSB board member played by [I can kill ANY TV] Ted McGinley; the tortured father of a crash victim; and the torturing sleazy ambulance-chasing lawyer.<br /><br />Hollywood still has no concept of the fragility of aircraft. The crashed plane was a 737 and it was mostly sitting on the ground like a hippo who decided to take a nap. The first third of the fuselage was intact, the rear half of the plane was intact and the debris field showed no wings or engines. Most of the people should have walked away in light of how many people survived that plane that got shredded in Iowa after it lost its hydraulics. Most of this TV plane wasn't even burned.<br /><br />It reminded me of the scene in ""Air Force One"" where the 747 hits the water and then skips along like it's made of inch-thick steel.<br /><br />The show was so bad it was impossible to watch. Even my wife, who is more accepting than I, was commenting on technical flaws. What had me stunned was how this POS could ever get made. Are the producers of these things so used to clichés that they can't even recognize them? Somebody read this script and said: Yes, I want to spend a million bucks making this real. I wish I was the guy's next appointment. I have title to a wonderful bridge in New York that I'd sell cheap.",0
This documentary is absolutely fantastic. I was really astonished that you can make with so less money such amazing fx. Especially the scenes of the birth of the Diplodocus babies or the sad story of the big flying dinosaur were wonderful and breathtaking. Well the only flaw was: It was to short!!,1
"First I have to say that I have read everything about this subject and I know it inside out, and I was excited about finally seeing it, too. But you have to read only the book this mini-series is based on to realize that it's not the true story of what really happened almost 90 years ago. It's loosely based on the facts, the rest is taken from the scriptwriter's imagination. And unfortunately these changes are anything but successful and mostly totally unnecessary.<br /><br />Where do I begin? Vita and Violet didn't use the names Mitya and Lushka until their affair started, and during it Violet also called Vita Dmitri and Julian. It was Violet who chased Vita with a dagger when they were teenagers. The 'seduction' scene when their affair started Violet was much more passive than represented here and certainly didn't kiss Vita first. I could go on and on, these examples were all included when the series was only just started. Besides all these alterations from the facts, the characterizations are also all wrong. At times Vita behaves like a mad woman. Especially the scene where she saw from the newspaper Violet's engagement announcement is just ridiculous. Vita kept her surges of emotion inside. It was Violet who was temperamental and let her feelings (good or bad) show. All Vita did when she read it was that she nearly fainted, that's all. Being a gentle nature, Harold avoided confrontations in real life, but here he is sometimes pretty stern and accusing. Harold and Vita always discussed their intimate things in letters, not verbally. And Violet... I know that this series purposely concentrated on Vita and Harold, but that doesn't mean that all the other characters have to be mere puppets on the sidelines. Here she is totally one-dimensional character, and the lines gave to her are mostly embarrassingly shallow. Actually she was intelligent, gifted, quite an extraordinary woman who has rarely given the credit she deserves. I have always thought her much more interesting person than Vita. In this series her unhappiness, loneliness and her problems with her mother are totally ignored. Viewer has also little clue of her background and family, what kind of relation (and marriage) with Denys Trefusis she had or how hard she battled over Vita. Vita was the only love of her life, her raison d'etre, and if Harold suffered during affair, so did Violet. After it her life was in ruins, and it took time that she could pull herself back together again. Statue could have acted the role of Denys, that much depth his character has. Lady Sackville-West is just a badly drawn caricature; an annoying chatterbox with exaggerating french accent. <br /><br />The series ends to the totally badly written scene in Amiens, and that was the end of this affair, according to scriptwriter. No, it continued a whole year after that, and it's ending was much more lingering and sad than what was presented here. But what one cares about the stupid ending if the whole series has been stupid from the start. I have to give some credit to actors, they tried to make best of those roles given to them though Janet McTeer as Vita is the only one who really shines through. One can't complain the settings either. All complaints go to director and most of all, scriptwriter. Instead of insightful character studies, there are too many sex scenes and bland conversation. Many of the scenes are too long, some are pointless and don't bring anything to the story line. On the other hand many details are shortened or omitted altogether. Especially there should have been more information about Vita's and Violet's youth, and how their friendship developed. This is one fascinating story which would have deserved a much better adaptation. Maybe someday someone will do it. At the moment one can make much more of this story by reading the actual book or Violet's letters to Vita, which are brilliant stuff.",0
"It's wonderful to see that Shane Meadows is already exerting international influence - LES CONVOYEURS ATTENDANT shares many themes with A ROOM FOR ROMEO BRASS: the vague class identity above working but well below middle, the unhinged father, the abandoned urban milieu, the sense of adult failure, the barely concealed fascism underpinning modern urban life. <br /><br />But if Meadows is an expert formalist, Mariage trades in images, and his coolly composed, exquisitely Surreal, monochrome frames, serve to distance the grimy and rather bleak subject matter, which, Meadows-like, veers from high farce to tragedy within seconds. <br /><br />There are longueurs and cliches, but Poelvoorde is compellingly mad, an ordinary man with ordinary ambitions, whose attempts to realise them are hatstand dangerous; while individual set-pieces - the popcorn/pidgeon explosions; the best marriage sequence since THE DEAD AND THE DEADLY - manage to snatch epiphany from despair.",1
"Director and auteur Jean-Pierre Rappenau was 8 years old during the spring of 1940 as France's Third Republic disintegrated in a matter of a few weeks. It was a time, he says, when ""all the adults were a little bit insane."" He and the production staff have lovingly and meticulously recreated that world in a film where all the characters are essentially fictional. The structure, a classic farce, is ideal for the period as multiple plot lines zip and intersect only to come together in a logical, satisfying conclusion. The peg for this plot is Frederic, played by brilliant newcomer Gregory Derangere, who is fully up to playing opposite Adjani, Depardieu and Ledoyen. The real strength of the film is in its supporting performances. M. Rappeneau has cast the film exquisitely with actors who volunteered ideas for both action and dialogue and who know and prove that it is possible to fully realize a character with just two short sentences of dialogue. Though not yet as widely influential as Renoir's 'Rules of the Game,' 'Bon Voyage' richly deserves to be a companion piece to that classic. Though it demands a lot of the audience, it gives much back. One of its demands is tolerance for a certain coyness and misdirection as to the exact genre we are watching: a crime melodrama, no, a spy thriller, ah, a romantic comedy. Recommend it to cinemaphile friends. Just be sure to let them discover for themselves that it is a romantic comedy.",1
"Well, I'll begin with this: I love horror-movies, not even the worst plot or the most insanely terrible acting will ruin the experience as long as there is a certain amount of gore and suspense present. Second; this is the worst movie of all times. It even beats Mean Guns, and the attack of the killer tomatoes. And for that I pay it homage.<br /><br />However, the involuntary humor was only funny until half the movie had passed, after which point everything was so so sad. To my great surprise, the reviews where somewhat divided; and you guys who rated this piece of C-movie-crap from 7 and up; I KNOW YOU'RE JOKING! GOOD ONE!! HAHAHA! Because if there is any reason in the world, and we have just an tiny bit of the same notion of what quality is; you can't be for real.<br /><br />Everything worth to be mentioned about the contents has already been summed pretty good up, so I'll leave it. <br /><br />MINOR SPOILER ALERT<br /><br />But the scene where the cloaked rubber mask guy drags the woman back and forth through the dog-kennel for ten minutes, with o so terrible music score and the mind blowing dialog between the two, really does it for me.",0
"The United States of Leland was an amazing movie. I kept passing it on the guide on my TV not knowing what it was and never having the chance to sit there and get into it. Then one morning when I woke up early, I saw that it was just about to start. So I decided to watch it. I had the time and interest to watch it. When I saw that Ryan Gosling was in the movie and then that he was the main character, I was immediately sucked in and could not move from my couch. The struggle that Leland goes through is such an inspiring story. Everyone has to deal with the same type of thoughts throughout sometime in their life whether it be a small minor detail or something as big as what he's going through. I have to sit and watch the movie again just to catch all the stuff that I may have missed the first time around. As a general comment... I would recommend this movie to anyone who is a Gosling fan or anyone who just likes a good movie with a real good story. The fact that there are so many other big stars who all also had great performances is just an added BONUS! So do what you can to take the time to check out this movie, I can almost be sure it won't be a waste of time.",1
"While Hayao Miyazaki's movies have always been hit-or-miss with me with regards to story, they are unequivocally gorgeous to the eye, with characters of simple animation against a backdrop of artistic images. Ponyo sticks to that formula, with a lead character so adorable I want a plush doll of her and scenery so pretty it wouldn't look out of place framed up as a picture on a wall.<br /><br />The story, on the other hand, I didn't enjoy quite as much as his last two wide-releases, Spirited Away and Howl's Moving Castle. It was just a tad too juvenile, coming across as more for kids and leaving adults to just enjoy the animation.<br /><br />I was also disappointed that the score done by Joe Hisaishi, who also the scores for the above-mentioned two movies, wasn't nearly as memorable this time around. While I can't quite recall Howl's score now, I still remember it being one of the most beautiful I had ever heard. Ditto Spirited's - though I only remember it being very complementary to the movie. Maybe it's because Ponyo is more juvenile fare that the score isn't quite as haunting. In any case, this movie is still a must-watch for fans of anime or Miyazaki.",1
"For any wrestling fan, this is the wrestlemania to forget. No logic to the matches, some garbage gimmicks (doink the clown, and the Giant Gonzalez) this was a forgettable PPV something rare for the WWE(F). The logic of Hogan winning the world title at the end made no sense, and many people feel that alone help put the nail in the PPV. From the meaningless gimmicks of the roman soldiers, to simply some real bad wrestling (doink vs Crush being the worst match) to simply bad match making (Scott ""Razor Ramon vs Bob Backlund, how can you have one of the greatest mat wrestlers, making a comeback, and working his first wrestlemania, face a power wrestler who was undefeated at the time), this is a PPV that even the WWE has since admitted, was way below what the expected. just all around a stinker",0
"""You got any beans? Beans is good. You just eat them and you go."" I couldn't help but laugh at that bit of dialog. Beans are the musical fruit, you know. The more you eat them, the more you go toot, toot, toot.<br /><br />Hmmmm... OK, i can understand why the actors were in this because they needed paychecks to pay their bills with, but i'm not really too sure what the intentions of the director and the writer were. Even after watching the making-of documentary in the DVD extras.<br /><br />Mike Rooker gave this a performance it really didn't deserve. I've seen him in other movies MUCH better than this one. What would have vastly improved this movie was to throw everything out, keep Rooker and instead made another entry into ""The Substitute"" franchise. Rooker would have made for a terrific substitute teacher who instructs naughty and morally-impaired youth regarding the error of their ways and how they can become more useful and productive members of society.<br /><br />Casper, you really shouldn't be just pushing through the undergrowth like that as you could get poison oak. Whoops. Never mind. I guess poison oak is the least of your worries now. Well, at least this time your croaking wasn't done by the tail of giant python. There are few things more embarrassing than being skewered through the chest by a giant snake. At least the death scene in this movie had a bit more dignity to it. As well as a more liberal smearing of karo syrup and red food dye. Nothing says sad and tragic death like the liberal use of karo and red dye!<br /><br />First time i've seen a monster wear a shiny rayon cape with a fur collar ruff. First time for everything, i guess. Just to be nitpicky, though, if this was an Indian ghost, how come it looked exactly like a monster out of European culture and folklore? Wouldn't the monster have been more sort of more indianish?<br /><br />While i did watch this all the way to the end credits, i don't realistically believe that i could in good faith recommend it to others.",0
"A shaky hand-held camera was used, presumably to give the film a documentary look, but the effect was so exaggerated that I started to get motion-sickness just from watching it. It looked like someone with cerebral palsy was holding the camera (no offense meant to CP sufferers, but I don't think you would expect to get much work as a cinematographer!) The camera work was so nauseating, and so distracting, that my wife and I considered it unwatchable and gave up on it after 10 minutes of torture. I checked back a while later (it was showing on TV), and it hadn't gotten any better. I suggest giving this one a miss unless you need to get rid of any bad sushi you may have eaten!",0
"So this made for TV film scores only a 7.6 on this site? Bah! Humbug! Without question this 1984 version of Dickens' classic tale is the best ever made. And yes, the Hound has seen the 1951 version which was also good, but not good enough. The lack of color is perhaps the biggest shortcoming of that version, although the acting was wonderful.<br /><br />George C. Scott is simply incredible as Ebenezer Scrooge. We all know the story of this stingy businessman who is haunted by the ghost of his dead partner, then by three other spirits later on that evening. Scott is properly gruff as Scrooge. Too gruff in fact for some critics who claim he is unable to project the new-found glee that he awakens to on Christmas morning after the spirits teach him a valuable lesson. But hey, this is George C. Scott. He's never going to go dancing down the street in a fit of joy. He has too much dignity, and his Scrooge projects his emotion in a realistic manner.<br /><br />The supporting performances are uniformly excellent, as are the costumes, music, and scenery. 19th Century London comes to life in Clive Donner's visionary style. The film even borders on frightening in several scenes involving the spirits. The important tale of morality shines through in every frame, though.<br /><br />You won't often find this version aired on television anymore, and that is a disappointment. The 1984 version of A Christmas Carol should be a required part of every household's celebration of the holiday. When the decorations come out of the basement, this film should find its way into the DVD player at least once during the season.<br /><br />10 of 10 stars.<br /><br />The Hound.",1
