50|Visualizing Teleportation|A novel way of picturing the processing of quantum information is described, allowing a direct visualization of teleportation of quantum states and providing a simple and intuitive understanding of this fascinating phenomenon. The discussion is aimed at providing physicists a method of explaining teleportation to non-scientists. The basic ideas of quantum physics are first explained in lay terms, after which these ideas are used with a graphical description, out of which teleportation arises naturally.|physics.ed-ph quant-ph|https://arxiv.org/pdf/0704.0051.pdf
51|Quantum Field Theory on Curved Backgrounds. II. Spacetime Symmetries|We study space-time symmetries in scalar quantum field theory (including interacting theories) on static space-times. We first consider Euclidean quantum field theory on a static Riemannian manifold, and show that the isometry group is generated by one-parameter subgroups which have either self-adjoint or unitary quantizations. We analytically continue the self-adjoint semigroups to one-parameter unitary groups, and thus construct a unitary representation of the isometry group of the associated Lorentzian manifold. The method is illustrated for the example of hyperbolic space, whose Lorentzian continuation is Anti-de Sitter space.|hep-th|https://arxiv.org/pdf/0704.0052.pdf
52|A Global Approach to the Theory of Special Finsler Manifolds|The aim of the present paper is to provide a global presentation of the theory of special Finsler manifolds. We introduce and investigate globally (or intrinsically, free from local coordinates) many of the most important and most commonly used special Finsler manifolds: locally Minkowskian, Berwald, Landesberg, general Landesberg, $P$-reducible, $C$-reducible, semi-$C$-reducible, quasi-$C$-reducible, $P^{*}$-Finsler, $C^{h}$-recurrent, $C^{v}$-recurrent, $C^{0}$-recurrent, $S^{v}$-recurrent, $S^{v}$-recurrent of the second order, $C_{2}$-like, $S_{3}$-like, $S_{4}$-like, $P_{2}$-like, $R_{3}$-like, $P$-symmetric, $h$-isotropic, of scalar curvature, of constant curvature, of $p$-scalar curvature, of $s$-$ps$-curvature. The global definitions of these special Finsler manifolds are introduced. Various relationships between the different types of the considered special Finsler manifolds are found. Many local results, known in the literature, are proved globally and several new results are obtained. As a by-product, interesting identities and properties concerning the torsion tensor fields and the curvature tensor fields are deduced. Although our investigation is entirely global, we provide; for comparison reasons, an appendix presenting a local counterpart of our global approach and the local definitions of the special Finsler spaces considered.|math.DG gr-qc|https://arxiv.org/pdf/0704.0053.pdf
53|The Hardy-Lorentz Spaces $H^{p,q}(R^n)$|In this paper we consider the Hardy-Lorentz spaces $H^{p,q}(R^n)$, with $0<p\le 1$, $0<q\le \infty$. We discuss the atomic decomposition of the elements in these spaces, their interpolation properties, and the behavior of singular integrals and other operators acting on them.|math.CA math.FA|https://arxiv.org/pdf/0704.0054.pdf
54|Potassium intercalation in graphite: A van der Waals density-functional   study|Potassium intercalation in graphite is investigated by first-principles theory. The bonding in the potassium-graphite compound is reasonably well accounted for by traditional semilocal density functional theory (DFT) calculations. However, to investigate the intercalate formation energy from pure potassium atoms and graphite requires use of a description of the graphite interlayer binding and thus a consistent account of the nonlocal dispersive interactions. This is included seamlessly with ordinary DFT by a van der Waals density functional (vdW-DF) approach [Phys. Rev. Lett. 92, 246401 (2004)]. The use of the vdW-DF is found to stabilize the graphite crystal, with crystal parameters in fair agreement with experiments. For graphite and potassium-intercalated graphite structural parameters such as binding separation, layer binding energy, formation energy, and bulk modulus are reported. Also the adsorption and sub-surface potassium absorption energies are reported. The vdW-DF description, compared with the traditional semilocal approach, is found to weakly soften the elastic response.|cond-mat.soft cond-mat.mtrl-sci|https://arxiv.org/pdf/0704.0055.pdf
55|Phase diagram of Gaussian-core nematics|We study a simple model of a nematic liquid crystal made of parallel ellipsoidal particles interacting via a repulsive Gaussian law. After identifying the relevant solid phases of the system through a careful zero-temperature scrutiny of as many as eleven candidate crystal structures, we determine the melting temperature for various pressure values, also with the help of exact free energy calculations. Among the prominent features of this model are pressure-driven reentrant melting and the stabilization of a columnar phase for intermediate temperatures.|cond-mat.soft cond-mat.mtrl-sci|https://arxiv.org/pdf/0704.0056.pdf
56|High-spin to low-spin and orbital polarization transitions in   multiorbital Mott systems|We study the interplay of crystal field splitting and Hund coupling in a two-orbital model which captures the essential physics of systems with two electrons or holes in the e_g shell. We use single site dynamical mean field theory with a recently developed impurity solver which is able to access strong couplings and low temperatures. The fillings of the orbitals and the location of phase boundaries are computed as a function of Coulomb repulsion, exchange coupling and crystal field splitting. We find that the Hund coupling can drive the system into a novel Mott insulating phase with vanishing orbital susceptibility. Away from half-filling, the crystal field splitting can induce an orbital selective Mott state.|cond-mat.str-el|https://arxiv.org/pdf/0704.0057.pdf
57|Intelligent Life in Cosmology|I shall present three arguments for the proposition that intelligent life is very rare in the universe. First, I shall summarize the consensus opinion of the founders of the Modern Synthesis (Simpson, Dobzhanski, and Mayr) that the evolution of intelligent life is exceedingly improbable. Second, I shall develop the Fermi Paradox: if they existed they'd be here. Third, I shall show that if intelligent life were too common, it would use up all available resources and die out. But I shall show that the quantum mechanical principle of unitarity (actually a form of teleology!) requires intelligent life to survive to the end of time. Finally, I shall argue that, if the universe is indeed accelerating, then survival to the end of time requires that intelligent life, though rare, to have evolved several times in the visible universe. I shall argue that the acceleration is a consequence of the excess of matter over antimatter in the universe. I shall suggest experiments to test these claims.|physics.pop-ph|https://arxiv.org/pdf/0704.0058.pdf
58|The Mass and Radius of the Unseen M-Dwarf Companion in the Single-Lined   Eclipsing Binary HAT-TR-205-013|We derive masses and radii for both components in the single-lined eclipsing binary HAT-TR-205-013, which consists of a F7V primary and a late M-dwarf secondary. The system's period is short, $P=2.230736 \pm 0.000010$ days, with an orbit indistinguishable from circular, $e=0.012 \pm 0.021$. We demonstrate generally that the surface gravity of the secondary star in a single-lined binary undergoing total eclipses can be derived from characteristics of the light curve and spectroscopic orbit. This constrains the secondary to a unique line in the mass-radius diagram with $M/R^2$ = constant. For HAT-TR-205-013, we assume the orbit has been tidally circularized, and that the primary's rotation has been synchronized and aligned with the orbital axis. Our observed line broadening, $V_{\rm rot} \sin i_{\rm rot} = 28.9 \pm 1.0$ \kms, gives a primary radius of $R_{\rm A} = 1.28 \pm 0.04$ \rsun. Our light curve analysis leads to the radius of the secondary, $R_{\rm B} = 0.167 \pm 0.006$ \rsun, and the semimajor axis of the orbit, $a = 7.54 \pm 0.30 \rsun = 0.0351 \pm 0.0014$ AU. Our single-lined spectroscopic orbit and the semimajor axis then yield the individual masses, $M_{\rm B} = 0.124 \pm 0.010$ \msun and $M_{\rm A} = 1.04 \pm 0.13$ \msun. Our result for HAT-TR-205-013 B lies above the theoretical mass-radius models from the Lyon group, consistent with results from double-lined eclipsing binaries. The method we describe offers the opportunity to study the very low end of the stellar mass-radius relation.|astro-ph|https://arxiv.org/pdf/0704.0059.pdf
59|Coulomb excitation of unstable nuclei at intermediate energies|We investigate the Coulomb excitation of low-lying states of unstable nuclei in intermediate energy collisions ($E_{lab}\sim10-500$ MeV/nucleon). It is shown that the cross sections for the $E1$ and $E2$ transitions are larger at lower energies, much less than 10 MeV/nucleon. Retardation effects and Coulomb distortion are found to be both relevant for energies as low as 10 MeV/nucleon and as high as 500 MeV/nucleon. Implications for studies at radioactive beam facilities are discussed.|nucl-th|https://arxiv.org/pdf/0704.0060.pdf
60|Intersection Bodies and Generalized Cosine Transforms|Intersection bodies represent a remarkable class of geometric objects associated with sections of star bodies and invoking   Radon transforms, generalized cosine transforms, and the relevant Fourier analysis. The main focus of this article is interrelation between generalized cosine transforms of different kinds in the context of their application to investigation of a certain family of intersection bodies, which we call $\lam$-intersection bodies. The latter include $k$-intersection bodies (in the sense of A. Koldobsky) and unit balls of finite-dimensional subspaces of $L_p$-spaces. In particular, we show that restrictions onto lower dimensional subspaces of the spherical Radon transforms and the generalized cosine transforms preserve their integral-geometric structure. We apply this result to the study of sections of $\lam$-intersection bodies. New characterizations of this class of bodies are obtained and examples are given. We also review some known facts and give them new proofs.|math.FA|https://arxiv.org/pdf/0704.0061.pdf
61|On-line Viterbi Algorithm and Its Relationship to Random Walks|In this paper, we introduce the on-line Viterbi algorithm for decoding hidden Markov models (HMMs) in much smaller than linear space. Our analysis on two-state HMMs suggests that the expected maximum memory used to decode sequence of length $n$ with $m$-state HMM can be as low as $\Theta(m\log n)$, without a significant slow-down compared to the classical Viterbi algorithm. Classical Viterbi algorithm requires $O(mn)$ space, which is impractical for analysis of long DNA sequences (such as complete human genome chromosomes) and for continuous data streams. We also experimentally demonstrate the performance of the on-line Viterbi algorithm on a simple HMM for gene finding on both simulated and real DNA sequences.|cs.DS|https://arxiv.org/pdf/0704.0062.pdf
62|Experimental efforts in search of 76Ge Neutrinoless Double Beta Decay|Neutrinoless double beta decay is one of the most sensitive approaches in non-accelerator particle physics to take us into a regime of physics beyond the standard model. This article is a brief review of the experiments in search of neutrinoless double beta decay from 76Ge. Following a brief introduction of the process of double beta decay from 76Ge, the results of the very first experiments IGEX and Heidelberg-Moscow which give indications of the existence of possible neutrinoless double beta decay mode has been reviewed. Then ongoing efforts to substantiate the early findings are presented and the Majorana experiment as a future experimental approach which will allow a very detailed study of the neutrinoless decay mode is discussed.|hep-ph|https://arxiv.org/pdf/0704.0063.pdf
63|Nilpotent symmetry invariance in the superfield formulation: the   (non-)Abelian 1-form gauge theories|We capture the off-shell as well as the on-shell nilpotent Becchi-Rouet-Stora-Tyutin (BRST) and anti-BRST symmetry invariance of the Lagrangian densities of the four (3 + 1)-dimensional (4D) (non-)Abelian 1-form gauge theories within the framework of the superfield formalism. In particular, we provide the geometrical interpretations for (i) the above nilpotent symmetry invariance, and (ii) the above Lagrangian densities, in the language of the specific quantities defined in the domain of the above superfield formalism. Some of the subtle points, connected with the 4D (non-)Abelian 1-form gauge theories, are clarified within the framework of the above superfield formalism where the 4D ordinary gauge theories are considered on the (4, 2)-dimensional supermanifold parametrized by the four spacetime coordinates x^\mu (with \mu = 0, 1, 2, 3) and a pair of Grassmannian variables \theta and \bar\theta. One of the key results of our present investigation is a great deal of simplification in the geometrical understanding of the nilpotent (anti-)BRST symmetry invariance.|hep-th|https://arxiv.org/pdf/0704.0064.pdf
64|Littlewood-Richardson polynomials|We introduce a family of rings of symmetric functions depending on an infinite sequence of parameters. A distinguished basis of such a ring is comprised by analogues of the Schur functions. The corresponding structure coefficients are polynomials in the parameters which we call the Littlewood-Richardson polynomials. We give a combinatorial rule for their calculation by modifying an earlier result of B. Sagan and the author. The new rule provides a formula for these polynomials which is manifestly positive in the sense of W. Graham. We apply this formula for the calculation of the product of equivariant Schubert classes on Grassmannians which implies a stability property of the structure coefficients. The first manifestly positive formula for such an expansion was given by A. Knutson and T. Tao by using combinatorics of puzzles while the stability property was not apparent from that formula. We also use the Littlewood-Richardson polynomials to describe the multiplication rule in the algebra of the Casimir elements for the general linear Lie algebra in the basis of the quantum immanants constructed by A. Okounkov and G. Olshanski.|math.AG math.CO|https://arxiv.org/pdf/0704.0065.pdf
65|Lagrangian quantum field theory in momentum picture. IV. Commutation   relations for free fields|Possible (algebraic) commutation relations in the Lagrangian quantum theory of free (scalar, spinor and vector) fields are considered from mathematical view-point. As sources of these relations are employed the Heisenberg equations/relations for the dynamical variables and a specific condition for uniqueness of the operators of the dynamical variables (with respect to some class of Lagrangians). The paracommutation relations or some their generalizations are pointed as the most general ones that entail the validity of all Heisenberg equations. The simultaneous fulfillment of the Heisenberg equations and the uniqueness requirement turn to be impossible. This problem is solved via a redefinition of the dynamical variables, similar to the normal ordering procedure and containing it as a special case. That implies corresponding changes in the admissible commutation relations. The introduction of the concept of the vacuum makes narrow the class of the possible commutation relations; in particular, the mentioned redefinition of the dynamical variables is reduced to normal ordering. As a last restriction on that class is imposed the requirement for existing of an effective procedure for calculating vacuum mean values. The standard bilinear commutation relations are pointed as the only known ones that satisfy all of the mentioned conditions and do not contradict to the existing data.|hep-th|https://arxiv.org/pdf/0704.0066.pdf
66|Order of Epitaxial Self-Assembled Quantum Dots: Linear Analysis|Epitaxial self-assembled quantum dots (SAQDs) are of interest for nanostructured optoelectronic and electronic devices such as lasers, photodetectors and nanoscale logic. Spatial order and size order of SAQDs are important to the development of usable devices. It is likely that these two types of order are strongly linked; thus, a study of spatial order will also have strong implications for size order. Here a study of spatial order is undertaken using a linear analysis of a commonly used model of SAQD formation based on surface diffusion. Analytic formulas for film-height correlation functions are found that characterize quantum dot spatial order and corresponding correlation lengths that quantify order. Initial atomic-scale random fluctuations result in relatively small correlation lengths (about two dots) when the effect of a wetting potential is negligible; however, the correlation lengths diverge when SAQDs are allowed to form at a near-critical film height. The present work reinforces previous findings about anisotropy and SAQD order and presents as explicit and transparent mechanism for ordering with corresponding analytic equations. In addition, SAQD formation is by its nature a stochastic process, and various mathematical aspects regarding statistical analysis of SAQD formation and order are presented.|cond-mat.mtrl-sci|https://arxiv.org/pdf/0704.0067.pdf
67|A Note About the {Ki(z)} Functions|In the article [Petojevic 2006], A. Petojevi\' c verified useful properties of the $K_{i}(z)$ functions which generalize Kurepa's [Kurepa 1971] left factorial function. In this note, we present simplified proofs of two of these results and we answer the open question stated in [Petojevic 2006]. Finally, we discuss the differential transcendency of the $K_{i}(z)$ functions.|math.NT math.CV|https://arxiv.org/pdf/0704.0068.pdf
68|Dynamical Objects for Cohomologically Expanding Maps|The goal of this paper is to construct invariant dynamical objects for a (not necessarily invertible) smooth self map of a compact manifold. We prove a result that takes advantage of differences in rates of expansion in the terms of a sheaf cohomological long exact sequence to create unique lifts of finite dimensional invariant subspaces of one term of the sequence to invariant subspaces of the preceding term. This allows us to take invariant cohomological classes and under the right circumstances construct unique currents of a given type, including unique measures of a given type, that represent those classes and are invariant under pullback. A dynamically interesting self map may have a plethora of invariant measures, so the uniquess of the constructed currents is important. It means that if local growth is not too big compared to the growth rate of the cohomological class then the expanding cohomological class gives sufficient "marching orders" to the system to prohibit the formation of any other such invariant current of the same type (say from some local dynamical subsystem). Because we use subsheaves of the sheaf of currents we give conditions under which a subsheaf will have the same cohomology as the sheaf containing it. Using a smoothing argument this allows us to show that the sheaf cohomology of the currents under consideration can be canonically identified with the deRham cohomology groups. Our main theorem can be applied in both the smooth and holomorphic setting.|math.DS|https://arxiv.org/pdf/0704.0069.pdf
69|Coincidence of the oscillations in the dipole transition and in the   persistent current of narrow quantum rings with two electrons|The fractional Aharonov-Bohm oscillation (FABO) of narrow quantum rings with two electrons has been studied and has been explained in an analytical way, the evolution of the period and amplitudes against the magnetic field can be exactly described. Furthermore, the dipole transition of the ground state was found to have essentially two frequencies, their difference appears as an oscillation matching the oscillation of the persistent current exactly. A number of equalities relating the observables and dynamical parameters have been found.|cond-mat.mes-hall|https://arxiv.org/pdf/0704.0070.pdf
70|Pairwise comparisons of typological profiles (of languages)|No abstract given; compares pairs of languages from World Atlas of Language Structures.|physics.soc-ph|https://arxiv.org/pdf/0704.0071.pdf
71|The decomposition method and Maple procedure for finding first integrals   of nonlinear PDEs of any order with any number of independent variables|In present paper we propose seemingly new method for finding solutions of some types of nonlinear PDEs in closed form. The method is based on decomposition of nonlinear operators on sequence of operators of lower orders. It is shown that decomposition process can be done by iterative procedure(s), each step of which is reduced to solution of some auxiliary PDEs system(s) for one dependent variable. Moreover, we find on this way the explicit expression of the first-order PDE(s) for first integral of decomposable initial PDE. Remarkably that this first-order PDE is linear if initial PDE is linear in its highest derivatives.   The developed method is implemented in Maple procedure, which can really solve many of different order PDEs with different number of independent variables. Examples of PDEs with calculated their general solutions demonstrate a potential of the method for automatic solving of nonlinear PDEs.|math-ph math.MP|https://arxiv.org/pdf/0704.0072.pdf
72|A transcendental approach to Koll\'ar's injectivity theorem|We treat Koll\'ar's injectivity theorem from the analytic (or differential geometric) viewpoint. More precisely, we give a curvature condition which implies Koll\'ar type cohomology injectivity theorems. Our main theorem is formulated for a compact K\"ahler manifold, but the proof uses the space of harmonic forms on a Zariski open set with a suitable complete K\"ahler metric. We need neither covering tricks, desingularizations, nor Leray's spectral sequence.|math.AG|https://arxiv.org/pdf/0704.0073.pdf
73|Injective Morita contexts (revisited)|This paper is an exposition of the so-called injective Morita contexts (in which the connecting bimodule morphisms are injective) and Morita $\alpha$contexts (in which the connecting bimodules enjoy some local projectivity in the sense of Zimmermann-Huisgen). Motivated by situations in which only one trace ideal is in action, or the compatibility between the bimodule morphisms is not needed, we introduce the notions of Morita semi-contexts and Morita data, and investigate them. Injective Morita data will be used (with the help of static and adstatic modules) to establish equivalences between some intersecting subcategories related to subcategories of modules that are localized or colocalized by trace ideals of a Morita datum. We end up with applications of Morita $\alpha$-contexts to $\ast$-modules and injective right wide Morita contexts.|math.RA|https://arxiv.org/pdf/0704.0074.pdf
74|Strong decays of charmed baryons|There has been important experimental progress in the sector of heavy baryons in the past several years. We study the strong decays of the S-wave, P-wave, D-wave and radially excited charmed baryons using the $^3P_0$ model. After comparing the calculated decay pattern and total width with the available data, we discuss the possible internal structure and quantum numbers of those charmed baryons observed recently.|hep-ph hep-ex nucl-ex|https://arxiv.org/pdf/0704.0075.pdf
75|CP violation in beauty decays|Precision tests of the Kobayashi-Maskawa model of CP violation are discussed, pointing out possible signatures for other sources of CP violation and for new flavor-changing operators. The current status of the most accurate tests is summarized.|hep-ph hep-ex|https://arxiv.org/pdf/0704.0076.pdf
76|Universal Forces and the Dark Energy Problem|The Dark Energy problem is forcing us to re-examine our models and our understanding of relativity and space-time. Here a novel idea of Fundamental Forces is introduced. This allows us to perceive the General Theory of Relativity and Einstein's Equation from a new pesrpective. In addition to providing us with an improved understanding of space and time, it will be shown how it leads to a resolution of the Dark Energy problem.|physics.gen-ph|https://arxiv.org/pdf/0704.0077.pdf
77|Linear perturbations of matched spacetimes: the gauge problem and   background symmetries|We present a critical review about the study of linear perturbations of matched spacetimes including gauge problems. We analyse the freedom introduced in the perturbed matching by the presence of background symmetries and revisit the particular case of spherically symmetry in n-dimensions. This analysis includes settings with boundary layers such as brane world models and shell cosmologies.|gr-qc|https://arxiv.org/pdf/0704.0078.pdf
78|Operator algebras associated with unitary commutation relations|We define nonselfadjoint operator algebras with generators $L_{e_1},..., L_{e_n}, L_{f_1},...,L_{f_m}$ subject to the unitary commutation relations of the form \[ L_{e_i}L_{f_j} = \sum_{k,l} u_{i,j,k,l} L_{f_l}L_{e_k}\] where $u= (u_{i,j,k,l})$ is an $nm \times nm$ unitary matrix. These algebras, which generalise the analytic Toeplitz algebras of rank 2 graphs with a single vertex, are classified up to isometric isomorphism in terms of the matrix $u$.|math.OA|https://arxiv.org/pdf/0704.0079.pdf
79|Shaping the Globular Cluster Mass Function by Stellar-Dynamical   Evaporation|We show that the globular cluster mass function (GCMF) in the Milky Way depends on cluster half-mass density (rho_h) in the sense that the turnover mass M_TO increases with rho_h while the width of the GCMF decreases. We argue that this is the expected signature of the slow erosion of a mass function that initially rose towards low masses, predominantly through cluster evaporation driven by internal two-body relaxation. We find excellent agreement between the observed GCMF -- including its dependence on internal density rho_h, central concentration c, and Galactocentric distance r_gc -- and a simple model in which the relaxation-driven mass-loss rates of clusters are approximated by -dM/dt = mu_ev ~ rho_h^{1/2}. In particular, we recover the well-known insensitivity of M_TO to r_gc. This feature does not derive from a literal ``universality'' of the GCMF turnover mass, but rather from a significant variation of M_TO with rho_h -- the expected outcome of relaxation-driven cluster disruption -- plus significant scatter in rho_h as a function of r_gc. Our conclusions are the same if the evaporation rates are assumed to depend instead on the mean volume or surface densities of clusters inside their tidal radii, as mu_ev ~ rho_t^{1/2} or mu_ev ~ Sigma_t^{3/4} -- alternative prescriptions that are physically motivated but involve cluster properties (rho_t and Sigma_t) that are not as well defined or as readily observable as rho_h. In all cases, the normalization of mu_ev required to fit the GCMF implies cluster lifetimes that are within the range of standard values (although falling towards the low end of this range). Our analysis does not depend on any assumptions or information about velocity anisotropy in the globular cluster system.|astro-ph|https://arxiv.org/pdf/0704.0080.pdf
80|Quantum Deformations of Relativistic Symmetries|We discussed quantum deformations of D=4 Lorentz and Poincare algebras. In the case of Poincare algebra it is shown that almost all classical r-matrices of S. Zakrzewski classification correspond to twisted deformations of Abelian and Jordanian types. A part of twists corresponding to the r-matrices of Zakrzewski classification are given in explicit form.|math.QA hep-th math-ph math.MP math.RT|https://arxiv.org/pdf/0704.0081.pdf
81|Matter-Wave Bright Solitons with a Finite Background in Spinor   Bose-Einstein Condensates|We investigate dynamical properties of bright solitons with a finite background in the F=1 spinor Bose-Einstein condensate (BEC), based on an integrable spinor model which is equivalent to the matrix nonlinear Schr\"{o}dinger equation with a self-focusing nonlineality. We apply the inverse scattering method formulated for nonvanishing boundary conditions. The resulting soliton solutions can be regarded as a generalization of those under vanishing boundary conditions. One-soliton solutions are derived in an explicit manner. According to the behaviors at the infinity, they are classified into two kinds, domain-wall (DW) type and phase-shift (PS) type. The DW-type implies the ferromagnetic state with nonzero total spin and the PS-type implies the polar state, where the total spin amounts to zero. We also discuss two-soliton collisions. In particular, the spin-mixing phenomenon is confirmed in a collision involving the DW-type. The results are consistent with those of the previous studies for bright solitons under vanishing boundary conditions and dark solitons. As a result, we establish the robustness and the usefulness of the multiple matter-wave solitons in the spinor BECs.|cond-mat.other cond-mat.stat-mech|https://arxiv.org/pdf/0704.0082.pdf
82|Why there is something rather than nothing (out of everything)?|The path integral over Euclidean geometries for the recently suggested density matrix of the Universe is shown to describe a microcanonical ensemble in quantum cosmology. This ensemble corresponds to a uniform (weight one) distribution in phase space of true physical variables, but in terms of the observable spacetime geometry it is peaked about complex saddle-points of the {\em Lorentzian} path integral. They are represented by the recently obtained cosmological instantons limited to a bounded range of the cosmological constant. Inflationary cosmologies generated by these instantons at late stages of expansion undergo acceleration whose low-energy scale can be attained within the concept of dynamically evolving extra dimensions. Thus, together with the bounded range of the early cosmological constant, this cosmological ensemble suggests the mechanism of constraining the landscape of string vacua and, simultaneously, a possible solution to the dark energy problem in the form of the quasi-equilibrium decay of the microcanonical state of the Universe.|hep-th|https://arxiv.org/pdf/0704.0083.pdf
83|Formation of density singularities in ideal hydrodynamics of freely   cooling inelastic gases: a family of exact solutions|We employ granular hydrodynamics to investigate a paradigmatic problem of clustering of particles in a freely cooling dilute granular gas. We consider large-scale hydrodynamic motions where the viscosity and heat conduction can be neglected, and one arrives at the equations of ideal gas dynamics with an additional term describing bulk energy losses due to inelastic collisions. We employ Lagrangian coordinates and derive a broad family of exact non-stationary analytical solutions that depend only on one spatial coordinate. These solutions exhibit a new type of singularity, where the gas density blows up in a finite time when starting from smooth initial conditions. The density blowups signal formation of close-packed clusters of particles. As the density blow-up time $t_c$ is approached, the maximum density exhibits a power law $\sim (t_c-t)^{-2}$. The velocity gradient blows up as $\sim - (t_c-t)^{-1}$ while the velocity itself remains continuous and develops a cusp (rather than a shock discontinuity) at the singularity. The gas temperature vanishes at the singularity, and the singularity follows the isobaric scenario: the gas pressure remains finite and approximately uniform in space and constant in time close to the singularity. An additional exact solution shows that the density blowup, of the same type, may coexist with an "ordinary" shock, at which the hydrodynamic fields are discontinuous but finite. We confirm stability of the exact solutions with respect to small one-dimensional perturbations by solving the ideal hydrodynamic equations numerically. Furthermore, numerical solutions show that the local features of the density blowup hold universally, independently of details of the initial and boundary conditions.|cond-mat.soft nlin.PS physics.flu-dyn|https://arxiv.org/pdf/0704.0084.pdf
84|A Universality in PP-Waves|We discuss a universality property of any covariant field theory in space-time expanded around pp-wave backgrounds. According to this property the space-time lagrangian density evaluated on a restricted set of field configurations, called universal sector, turns out to be same around all the pp-waves, even off-shell, with same transverse space and same profiles for the background scalars. In this paper we restrict our discussion to tensorial fields only. In the context of bosonic string theory we consider on-shell pp-waves and argue that universality requires the existence of a universal sector of world-sheet operators whose correlation functions are insensitive to the pp-wave nature of the metric and the background gauge flux. Such results can also be reproduced using the world-sheet conformal field theory. We also study such pp-waves in non-polynomial closed string field theory (CSFT). In particular, we argue that for an off-shell pp-wave ansatz with flat transverse space and dilaton independent of transverse coordinates the field redefinition relating the low energy effective field theory and CSFT with all the massive modes integrated out is at most quadratic in fields. Because of this simplification it is expected that the off-shell pp-waves can be identified on the two sides. Furthermore, given the massless pp-wave field configurations, an iterative method for computing the higher massive modes using the CSFT equations of motion has been discussed. All our bosonic string theory analyses can be generalised to the common Neveu-Schwarz sector of superstrings.|hep-th|https://arxiv.org/pdf/0704.0085.pdf
85|Clustering in a stochastic model of one-dimensional gas|We give a quantitative analysis of clustering in a stochastic model of one-dimensional gas. At time zero, the gas consists of $n$ identical particles that are randomly distributed on the real line and have zero initial speeds. Particles begin to move under the forces of mutual attraction. When particles collide, they stick together forming a new particle, called cluster, whose mass and speed are defined by the laws of conservation. We are interested in the asymptotic behavior of $K_n(t)$ as $n\to \infty$, where $K_n(t)$ denotes the number of clusters at time $t$ in the system with $n$ initial particles. Our main result is a functional limit theorem for $K_n(t)$. Its proof is based on the discovered localization property of the aggregation process, which states that the behavior of each particle is essentially defined by the motion of neighbor particles.|math.PR|https://arxiv.org/pdf/0704.0086.pdf
86|Approximate solutions to the Dirichlet problem for harmonic maps between   hyperbolic spaces|Our main result in this paper is the following: Given $H^m, H^n$ hyperbolic spaces of dimensional $m$ and $n$ corresponding, and given a Holder function $f=(s^1,...,f^{n-1}):\partial H^m\to \partial H^n$ between geometric boundaries of $H^m$ and $H^n$. Then for each $\epsilon >0$ there exists a harmonic map $u:H^m\to H^n$ which is continuous up to the boundary (in the sense of Euclidean) and $u|_{\partial H^m}=(f^1,...,f^{n-1},\epsilon)$.|math.DG|https://arxiv.org/pdf/0704.0087.pdf
87|Some new experimental photonic flame effect features|The results of the spectral, energetical and temporal characteristics of radiation in the presence of the photonic flame effect are presented. Artificial opal posed on Cu plate at the temperature of liquid nitrogen boiling point (77 K) being irradiated by nanosecond ruby laser pulse produces long- term luminiscence with a duration till ten seconds with a finely structured spectrum in the the antistocks part of the spectrum. Analogous visible luminescence manifesting time delay appeared in other samples of the artificial opals posed on the same plate. In the case of the opal infiltrated with different nonlinear liquids the threshold of the luminiscence is reduced and the spatial disribution of the bright emmiting area on the opal surface is being changed. In the case of the putting the frozen nonlinear liquids on the Cu plate long-term blue bright luminiscence took place in the frozen species of the liquids. Temporal characteristics of this luminiscence are nearly the same as in opal matrixes.|physics.optics|https://arxiv.org/pdf/0704.0088.pdf
88|A general approach to statistical modeling of physical laws:   nonparametric regression|Statistical modeling of experimental physical laws is based on the probability density function of measured variables. It is expressed by experimental data via a kernel estimator. The kernel is determined objectively by the scattering of data during calibration of experimental setup. A physical law, which relates measured variables, is optimally extracted from experimental data by the conditional average estimator. It is derived directly from the kernel estimator and corresponds to a general nonparametric regression. The proposed method is demonstrated by the modeling of a return map of noisy chaotic data. In this example, the nonparametric regression is used to predict a future value of chaotic time series from the present one. The mean predictor error is used in the definition of predictor quality, while the redundancy is expressed by the mean square distance between data points. Both statistics are used in a new definition of predictor cost function. From the minimum of the predictor cost function, a proper number of data in the model is estimated.|physics.data-an physics.gen-ph|https://arxiv.org/pdf/0704.0089.pdf
89|Real Options for Project Schedules (ROPS)|Real Options for Project Schedules (ROPS) has three recursive sampling/optimization shells. An outer Adaptive Simulated Annealing (ASA) optimization shell optimizes parameters of strategic Plans containing multiple Projects containing ordered Tasks. A middle shell samples probability distributions of durations of Tasks. An inner shell samples probability distributions of costs of Tasks. PATHTREE is used to develop options on schedules.. Algorithms used for Trading in Risk Dimensions (TRD) are applied to develop a relative risk analysis among projects.|cs.CE cond-mat.stat-mech cs.MS cs.NA physics.data-an|https://arxiv.org/pdf/0704.0090.pdf
90|Groups with finitely many conjugacy classes and their automorphisms|We combine classical methods of combinatorial group theory with the theory of small cancellations over relatively hyperbolic groups to construct finitely generated torsion-free groups that have only finitely many classes of conjugate elements. Moreover, we present several results concerning embeddings into such groups.   As another application of these techniques, we prove that every countable group $C$ can be realized as a group of outer automorphisms of a group $N$, where $N$ is a finitely generated group having Kazhdan's property (T) and containing exactly two conjugacy classes.|math.GR|https://arxiv.org/pdf/0704.0091.pdf
